,rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,filename,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order,Unnamed: 0,grammaticality,sequence
232,6109.0,5,audio-slider-response,87,1454346,0.0-19.0-0.8,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,grammatical_7.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
233,6128.0,5,audio-slider-response,88,1461173,0.0-19.0-0.9,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
234,5920.0,4,audio-slider-response,89,1467814,0.0-19.0-0.10,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
235,6080.0,7,audio-slider-response,90,1474611,0.0-19.0-0.11,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,grammatical_4.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
236,5861.0,7,audio-slider-response,91,1480474,0.0-19.0-0.12,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
237,5429.0,6,audio-slider-response,92,1486594,0.0-19.0-0.13,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,agrammatical_6.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
238,5552.0,6,audio-slider-response,93,1492841,0.0-19.0-0.14,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,grammatical_5.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
239,7019.0,5,audio-slider-response,94,1500530,0.0-19.0-0.15,4,tonic Cs5,2024-06-02 10:37:16,6002660e01f3b1b72159da84d3eceb55,66.108.19.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",nveknx,grammatical_8.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
240,9731.0,3,audio-slider-response,78,1355365,0.0-19.0-0.0,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_7.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
241,7989.0,5,audio-slider-response,79,1363437,0.0-19.0-0.1,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
242,5739.0,7,audio-slider-response,80,1369267,0.0-19.0-0.2,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
243,4680.0,7,audio-slider-response,81,1374030,0.0-19.0-0.3,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_5.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
244,5749.0,7,audio-slider-response,82,1379859,0.0-19.0-0.4,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_7.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
245,6480.0,3,audio-slider-response,83,1386418,0.0-19.0-0.5,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
246,5712.0,7,audio-slider-response,84,1392208,0.0-19.0-0.6,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_6.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
247,5560.0,7,audio-slider-response,85,1397839,0.0-19.0-0.7,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_8.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
248,5131.0,7,audio-slider-response,86,1403036,0.0-19.0-0.8,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_4.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
249,8440.0,6,audio-slider-response,87,1411544,0.0-19.0-0.9,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
250,5421.0,7,audio-slider-response,88,1416972,0.0-19.0-0.10,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
251,4669.0,2,audio-slider-response,89,1421722,0.0-19.0-0.11,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
252,4659.0,1,audio-slider-response,90,1426461,0.0-19.0-0.12,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_8.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
253,6691.0,7,audio-slider-response,91,1433235,0.0-19.0-0.13,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,grammatical_2.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
254,4541.0,1,audio-slider-response,92,1437852,0.0-19.0-0.14,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_6.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
255,4680.0,2,audio-slider-response,93,1442611,0.0-19.0-0.15,8,tonic Cs5,2024-06-02 10:37:43,6002660e01f3b1b72159da84d3eceb55,82.18.125.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,de;q=0.8,it;q=0.7",qeyhrm,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
256,8620.0,7,audio-slider-response,80,1700557,0.0-19.0-0.0,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
257,7892.0,5,audio-slider-response,81,1709309,0.0-19.0-0.1,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_7.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
258,8522.0,7,audio-slider-response,82,1718645,0.0-19.0-0.2,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_7.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
259,8089.0,7,audio-slider-response,83,1727581,0.0-19.0-0.3,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
260,7610.0,7,audio-slider-response,84,1736117,0.0-19.0-0.4,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_8.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
261,7851.0,5,audio-slider-response,85,1744853,0.0-19.0-0.5,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
262,7079.0,7,audio-slider-response,86,1752254,0.0-19.0-0.6,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_5.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
263,17589.0,5,audio-slider-response,87,1770854,0.0-19.0-0.7,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_6.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
264,11357.0,5,audio-slider-response,88,1783526,0.0-19.0-0.8,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
265,5930.0,3,audio-slider-response,89,1790310,0.0-19.0-0.9,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
266,7422.0,3,audio-slider-response,90,1798574,0.0-19.0-0.10,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
267,8179.0,3,audio-slider-response,91,1807589,0.0-19.0-0.11,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_8.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
268,7779.0,3,audio-slider-response,92,1816157,0.0-19.0-0.12,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,agrammatical_6.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
269,5880.0,5,audio-slider-response,93,1822213,0.0-19.0-0.13,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_4.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
270,6580.0,5,audio-slider-response,94,1828797,0.0-19.0-0.14,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_2.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
271,7480.0,5,audio-slider-response,95,1836281,0.0-19.0-0.15,9,tonic Cs5,2024-06-02 10:38:01,6002660e01f3b1b72159da84d3eceb55,172.58.10.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,he;q=0.8",7rc4se,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
272,10582.0,6,audio-slider-response,78,1330423,0.0-19.0-0.0,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
273,5811.0,7,audio-slider-response,79,1336324,0.0-19.0-0.1,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
274,7338.0,6,audio-slider-response,80,1343743,0.0-19.0-0.2,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
275,6014.0,7,audio-slider-response,81,1349845,0.0-19.0-0.3,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,grammatical_2.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
276,6728.0,5,audio-slider-response,82,1356577,0.0-19.0-0.4,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
277,7117.0,3,audio-slider-response,83,1363785,0.0-19.0-0.5,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,agrammatical_8.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
278,6240.0,5,audio-slider-response,84,1370118,0.0-19.0-0.6,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
279,5968.0,3,audio-slider-response,85,1376093,0.0-19.0-0.7,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,grammatical_8.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
280,5788.0,2,audio-slider-response,86,1381956,0.0-19.0-0.8,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
281,5822.0,7,audio-slider-response,87,1387788,0.0-19.0-0.9,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,grammatical_7.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
282,5364.0,3,audio-slider-response,88,1393269,0.0-19.0-0.10,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
283,6235.0,5,audio-slider-response,89,1399580,0.0-19.0-0.11,6,tonic Cs5,2024-06-02 10:37:30,6002660e01f3b1b72159da84d3eceb55,90.195.219.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",m58skb,grammatical_4.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
